Area, 211.0, Accuracy, [0.41666667 0.45833333 0.52083333 0.5106383 ]
Area, 212.0, Accuracy, [0.5        0.60416667 0.45833333 0.44680851]
Area, 213.0, Accuracy, [0.4375     0.5625     0.5        0.53191489]
Area, 214.0, Accuracy, [0.4375     0.4375     0.54166667 0.44680851]
Area, 215.0, Accuracy, [0.52083333 0.5        0.5625     0.55319149]
Area, 216.0, Accuracy, [0.5625     0.58333333 0.60416667 0.55319149]
Area, 217.0, Accuracy, [0.39583333 0.52083333 0.4375     0.42553191]
Area, 218.0, Accuracy, [0.5        0.54166667 0.5625     0.36170213]
Area, 219.0, Accuracy, [0.52083333 0.5625     0.54166667 0.65957447]
Area, 220.0, Accuracy, [0.45833333 0.52083333 0.4375     0.53191489]
Area, 221.0, Accuracy, [0.4375     0.47916667 0.58333333 0.53191489]
Area, 222.0, Accuracy, [0.64583333 0.58333333 0.52083333 0.5106383 ]
Area, 223.0, Accuracy, [0.45833333 0.5        0.5625     0.53191489]
Area, 224.0, Accuracy, [0.47916667 0.47916667 0.39583333 0.5106383 ]
Area, 225.0, Accuracy, [0.45833333 0.45833333 0.41666667 0.42553191]
Area, 226.0, Accuracy, [0.60416667 0.58333333 0.39583333 0.4893617 ]
Area, 227.0, Accuracy, [0.54166667 0.5        0.45833333 0.53191489]
Area, 228.0, Accuracy, [0.52083333 0.41666667 0.5625     0.44680851]
Area, 229.0, Accuracy, [0.52083333 0.5        0.5        0.36170213]
Area, 230.0, Accuracy, [0.5625     0.52083333 0.45833333 0.44680851]
Area, 231.0, Accuracy, [0.5        0.45833333 0.47916667 0.5106383 ]
Area, 232.0, Accuracy, [0.64583333 0.54166667 0.72916667 0.55319149]
Area, 233.0, Accuracy, [0.6875     0.5625     0.5625     0.57446809]
Area, 234.0, Accuracy, [0.52083333 0.4375     0.5625     0.44680851]
Area, 235.0, Accuracy, [0.54166667 0.47916667 0.54166667 0.38297872]
Area, 236.0, Accuracy, [0.47916667 0.4375     0.58333333 0.4893617 ]
Area, 237.0, Accuracy, [0.47916667 0.47916667 0.5        0.4893617 ]
Area, 238.0, Accuracy, [0.41666667 0.4375     0.47916667 0.42553191]
Area, 239.0, Accuracy, [0.39583333 0.47916667 0.5        0.38297872]
Area, 240.0, Accuracy, [0.5625     0.58333333 0.58333333 0.31914894]
Area, 241.0, Accuracy, [0.375      0.54166667 0.45833333 0.46808511]
Area, 242.0, Accuracy, [0.54166667 0.5        0.39583333 0.63829787]
Area, 243.0, Accuracy, [0.5        0.5        0.41666667 0.38297872]
Area, 244.0, Accuracy, [0.5625     0.41666667 0.60416667 0.44680851]
Area, 245.0, Accuracy, [0.64583333 0.52083333 0.72916667 0.55319149]
Area, 246.0, Accuracy, [0.45833333 0.52083333 0.47916667 0.40425532]
